"","fold1","fold2","fold3","fold4"
"2862",NA,NA,NA,1
"2863",NA,NA,NA,0
"2864",NA,NA,0,NA
"2865",NA,NA,1,NA
"2866",NA,1,NA,NA
"2867",NA,NA,NA,1
"2868",0,NA,NA,NA
"2869",NA,NA,NA,0
"2870",NA,0,NA,NA
"2871",NA,NA,0,NA
"2872",NA,NA,0,NA
"2873",NA,NA,NA,0
"2874",NA,0,NA,NA
"2875",NA,NA,0,NA
"2876",NA,NA,NA,0
"2877",0,NA,NA,NA
"2878",NA,NA,NA,0
"2879",NA,0,NA,NA
"2880",NA,NA,NA,0
"2881",0,NA,NA,NA
"2882",NA,NA,1,NA
"2883",0,NA,NA,NA
"2884",NA,NA,NA,0
"2885",0,NA,NA,NA
"2886",NA,NA,NA,0
"2887",NA,NA,NA,1
"2888",NA,0,NA,NA
"2889",NA,NA,0,NA
"2890",NA,NA,NA,1
"2891",NA,1,NA,NA
"2892",NA,NA,NA,0
"2893",NA,NA,1,NA
"2894",NA,NA,0,NA
"2895",NA,NA,0,NA
"2896",NA,NA,NA,0
"2897",NA,NA,NA,0
"2898",NA,0,NA,NA
"2899",NA,NA,NA,0
"2900",1,NA,NA,NA
"2901",1,NA,NA,NA
"2902",NA,NA,NA,1
"2903",0,NA,NA,NA
"2904",1,NA,NA,NA
"2905",NA,NA,0,NA
"2906",NA,0,NA,NA
"2907",NA,1,NA,NA
"2908",NA,NA,0,NA
"2909",NA,NA,1,NA
"2910",NA,0,NA,NA
"2911",0,NA,NA,NA
"2912",NA,NA,NA,0
"2913",NA,NA,NA,0
"2914",0,NA,NA,NA
"2915",0,NA,NA,NA
"2916",0,NA,NA,NA
"2917",NA,0,NA,NA
"2918",NA,NA,NA,0
"2919",NA,NA,0,NA
"2920",NA,0,NA,NA
"2921",1,NA,NA,NA
"2922",NA,0,NA,NA
"2923",NA,NA,1,NA
"2924",NA,NA,1,NA
"2925",0,NA,NA,NA
"2926",NA,NA,NA,1
"2927",NA,NA,0,NA
"2928",0,NA,NA,NA
"2929",NA,0,NA,NA
"2930",0,NA,NA,NA
"2931",NA,NA,NA,0
"2932",NA,1,NA,NA
"2933",1,NA,NA,NA
"2934",NA,NA,NA,0
"2935",NA,0,NA,NA
"2936",NA,0,NA,NA
"2937",NA,NA,0,NA
"2938",NA,1,NA,NA
"2939",0,NA,NA,NA
"2940",0,NA,NA,NA
"2941",0,NA,NA,NA
"2942",NA,NA,NA,0
"2943",0,NA,NA,NA
"2944",NA,1,NA,NA
"2945",0,NA,NA,NA
"2946",NA,1,NA,NA
"2947",NA,NA,0,NA
"2948",NA,NA,1,NA
"2949",NA,NA,1,NA
"2950",NA,0,NA,NA
"2951",0,NA,NA,NA
"2952",0,NA,NA,NA
"2953",NA,0,NA,NA
"2954",NA,0,NA,NA
"2955",NA,0,NA,NA
"2956",NA,NA,NA,1
"2957",NA,0,NA,NA
"2958",NA,NA,NA,0
"2959",NA,NA,0,NA
"2960",NA,0,NA,NA
"2961",NA,NA,0,NA
"2962",NA,0,NA,NA
"2963",NA,NA,NA,0
"2964",NA,NA,0,NA
"2965",NA,0,NA,NA
"2966",NA,0,NA,NA
"2967",1,NA,NA,NA
"2968",NA,NA,0,NA
"2969",1,NA,NA,NA
"2970",NA,0,NA,NA
"2971",NA,NA,NA,1
"2972",0,NA,NA,NA
"2973",NA,NA,NA,0
"2974",0,NA,NA,NA
"2975",NA,1,NA,NA
"2976",NA,NA,0,NA
"2977",NA,0,NA,NA
"2978",NA,0,NA,NA
"2979",NA,NA,1,NA
"2980",0,NA,NA,NA
"2981",NA,NA,1,NA
"2982",NA,NA,NA,0
"2983",NA,1,NA,NA
"2984",NA,0,NA,NA
"2985",NA,NA,0,NA
"2986",NA,0,NA,NA
"2987",0,NA,NA,NA
"2988",NA,0,NA,NA
"2989",NA,NA,0,NA
"2990",0,NA,NA,NA
"2991",0,NA,NA,NA
"2992",0,NA,NA,NA
"2993",NA,0,NA,NA
"2994",NA,NA,0,NA
"2995",NA,NA,0,NA
"2996",NA,0,NA,NA
"2997",0,NA,NA,NA
"2998",1,NA,NA,NA
"2999",NA,NA,0,NA
"3000",NA,0,NA,NA
"3001",NA,0,NA,NA
"3002",NA,NA,NA,0
"3003",NA,NA,NA,0
"3004",NA,0,NA,NA
"3005",NA,0,NA,NA
"3006",NA,0,NA,NA
"3007",0,NA,NA,NA
"3008",NA,0,NA,NA
"3009",NA,NA,0,NA
"3010",0,NA,NA,NA
"3011",NA,1,NA,NA
"3012",NA,0,NA,NA
"3013",NA,1,NA,NA
"3014",0,NA,NA,NA
"3015",0,NA,NA,NA
"3016",NA,NA,0,NA
"3017",NA,NA,0,NA
"3018",0,NA,NA,NA
"3019",0,NA,NA,NA
"3020",NA,0,NA,NA
"3021",NA,NA,NA,0
"3022",NA,0,NA,NA
"3023",NA,NA,0,NA
"3024",NA,NA,NA,0
"3025",NA,NA,NA,1
"3026",NA,NA,1,NA
"3027",NA,NA,NA,1
"3028",NA,0,NA,NA
"3029",NA,NA,NA,1
"3030",NA,NA,NA,0
"3031",NA,1,NA,NA
"3032",NA,NA,0,NA
"3033",NA,1,NA,NA
"3034",NA,0,NA,NA
"3035",NA,1,NA,NA
"3036",NA,NA,0,NA
"3037",NA,NA,0,NA
"3038",NA,NA,NA,0
"3039",0,NA,NA,NA
"3040",1,NA,NA,NA
"3041",1,NA,NA,NA
"3042",NA,NA,0,NA
"3043",NA,NA,0,NA
"3044",NA,NA,NA,1
"3045",0,NA,NA,NA
"3046",1,NA,NA,NA
"3047",0,NA,NA,NA
"3048",0,NA,NA,NA
"3049",NA,NA,NA,0
"3050",NA,NA,0,NA
"3051",NA,0,NA,NA
"3052",0,NA,NA,NA
"3053",NA,0,NA,NA
"3054",NA,NA,NA,0
"3055",NA,0,NA,NA
"3056",NA,NA,NA,0
"3057",NA,NA,0,NA
"3058",NA,NA,NA,0
"3059",NA,NA,0,NA
"3060",NA,NA,NA,0
"3061",NA,NA,1,NA
"3062",NA,NA,0,NA
"3063",1,NA,NA,NA
"3064",NA,NA,NA,0
"3065",NA,0,NA,NA
"3066",NA,0,NA,NA
"3067",NA,NA,NA,1
"3068",NA,0,NA,NA
"3069",NA,NA,0,NA
"3070",NA,NA,NA,1
"3071",NA,NA,1,NA
"3072",NA,0,NA,NA
"3073",NA,NA,0,NA
"3074",NA,1,NA,NA
"3075",NA,0,NA,NA
"3076",NA,NA,NA,0
"3077",NA,NA,NA,1
"3078",NA,NA,0,NA
"3079",NA,NA,NA,0
"3080",NA,NA,1,NA
"3081",NA,NA,NA,0
"3082",0,NA,NA,NA
"3083",0,NA,NA,NA
"3084",1,NA,NA,NA
"3085",0,NA,NA,NA
"3086",NA,0,NA,NA
"3087",NA,0,NA,NA
"3088",NA,NA,NA,0
"3089",NA,NA,0,NA
"3090",NA,NA,NA,0
"3091",0,NA,NA,NA
"3092",NA,0,NA,NA
"3093",NA,NA,0,NA
"3094",NA,0,NA,NA
"3095",NA,0,NA,NA
"3096",NA,0,NA,NA
"3097",NA,NA,NA,0
"3098",NA,NA,NA,1
"3099",NA,NA,NA,0
"3100",NA,NA,0,NA
"3101",NA,0,NA,NA
"3102",NA,NA,0,NA
"3103",NA,1,NA,NA
"3104",0,NA,NA,NA
"3105",NA,0,NA,NA
"3106",NA,NA,NA,0
"3107",NA,NA,0,NA
"3108",1,NA,NA,NA
"3109",NA,NA,NA,0
"3110",1,NA,NA,NA
"3111",NA,0,NA,NA
"3112",NA,NA,NA,0
"3113",NA,NA,1,NA
"3114",1,NA,NA,NA
"3115",NA,NA,NA,0
"3116",NA,NA,0,NA
"3117",0,NA,NA,NA
"3118",NA,0,NA,NA
"3119",NA,NA,0,NA
"3120",0,NA,NA,NA
"3121",NA,NA,0,NA
"3122",NA,NA,1,NA
"3123",NA,NA,1,NA
"3124",NA,NA,0,NA
"3125",1,NA,NA,NA
"3126",NA,NA,NA,0
"3127",NA,0,NA,NA
"3128",NA,NA,1,NA
"3129",NA,NA,1,NA
"3130",NA,0,NA,NA
"3131",NA,NA,0,NA
"3132",NA,NA,NA,1
"3133",1,NA,NA,NA
"3134",NA,NA,0,NA
"3135",NA,NA,NA,1
"3136",NA,NA,0,NA
"3137",0,NA,NA,NA
"3138",NA,NA,NA,1
"3139",NA,NA,NA,0
"3140",0,NA,NA,NA
"3141",NA,NA,NA,0
"3142",0,NA,NA,NA
"3143",NA,0,NA,NA
"3144",0,NA,NA,NA
"3145",NA,NA,NA,0
"3146",0,NA,NA,NA
"3147",0,NA,NA,NA
"3148",NA,1,NA,NA
"3149",NA,0,NA,NA
"3150",0,NA,NA,NA
"3151",0,NA,NA,NA
"3152",0,NA,NA,NA
"3153",NA,NA,0,NA
"3154",NA,NA,0,NA
"3155",0,NA,NA,NA
"3156",NA,NA,NA,0
"3157",NA,0,NA,NA
"3158",NA,0,NA,NA
"3159",0,NA,NA,NA
"3160",NA,NA,0,NA
"3161",NA,NA,1,NA
"3162",NA,1,NA,NA
"3163",NA,NA,NA,0
"3164",NA,NA,0,NA
"3165",NA,NA,0,NA
"3166",NA,NA,NA,1
"3167",0,NA,NA,NA
"3168",NA,NA,0,NA
"3169",NA,NA,NA,0
"3170",NA,1,NA,NA
"3171",NA,NA,0,NA
"3172",NA,NA,0,NA
"3173",NA,NA,NA,0
"3174",NA,NA,NA,0
"3175",NA,NA,NA,1
"3176",NA,NA,NA,0
"3177",NA,NA,0,NA
"3178",NA,0,NA,NA
"3179",NA,NA,0,NA
"3180",NA,NA,NA,0
"3181",NA,NA,0,NA
"3182",NA,1,NA,NA
"3183",NA,0,NA,NA
"3184",1,NA,NA,NA
"3185",NA,0,NA,NA
"3186",NA,0,NA,NA
"3187",NA,NA,0,NA
"3188",NA,NA,NA,0
"3189",NA,NA,1,NA
"3190",0,NA,NA,NA
"3191",NA,NA,NA,0
"3192",NA,NA,0,NA
"3193",NA,NA,0,NA
"3194",NA,NA,0,NA
"3195",NA,NA,1,NA
"3196",NA,NA,NA,0
"3197",1,NA,NA,NA
"3198",NA,NA,0,NA
"3199",NA,NA,0,NA
"3200",0,NA,NA,NA
"3201",NA,NA,0,NA
"3202",NA,NA,0,NA
"3203",NA,0,NA,NA
"3204",NA,NA,NA,0
"3205",0,NA,NA,NA
"3206",NA,0,NA,NA
"3207",NA,NA,1,NA
"3208",NA,NA,0,NA
"3209",NA,NA,NA,0
"3210",NA,NA,NA,0
"3211",NA,0,NA,NA
"3212",NA,NA,NA,0
"3213",NA,NA,NA,0
"3214",NA,1,NA,NA
"3215",NA,NA,0,NA
"3216",NA,NA,NA,0
"3217",NA,0,NA,NA
"3218",1,NA,NA,NA
"3219",0,NA,NA,NA
"3220",NA,NA,NA,0
"3221",0,NA,NA,NA
"3222",NA,0,NA,NA
"3223",0,NA,NA,NA
"3224",0,NA,NA,NA
"3225",0,NA,NA,NA
"3226",0,NA,NA,NA
"3227",NA,NA,1,NA
"3228",NA,NA,1,NA
"3229",NA,0,NA,NA
"3230",NA,0,NA,NA
"3231",0,NA,NA,NA
"3232",NA,0,NA,NA
"3233",0,NA,NA,NA
"3234",NA,NA,0,NA
"3235",NA,0,NA,NA
"3236",0,NA,NA,NA
"3237",NA,1,NA,NA
"3238",NA,NA,0,NA
"3239",NA,1,NA,NA
"3240",NA,0,NA,NA
"3241",1,NA,NA,NA
"3242",0,NA,NA,NA
"3243",NA,NA,1,NA
"3244",NA,NA,NA,0
"3245",NA,0,NA,NA
"3246",NA,1,NA,NA
"3247",NA,NA,0,NA
"3248",NA,NA,0,NA
"3249",NA,0,NA,NA
"3250",NA,NA,NA,0
"3251",NA,0,NA,NA
"3252",NA,NA,0,NA
"3253",NA,NA,NA,0
"3254",NA,NA,NA,0
"3255",NA,0,NA,NA
"3256",0,NA,NA,NA
"3257",NA,0,NA,NA
"3258",0,NA,NA,NA
"3259",NA,NA,NA,0
"3260",NA,NA,NA,1
"3261",0,NA,NA,NA
"3262",NA,0,NA,NA
"3263",NA,NA,NA,1
"3264",NA,NA,1,NA
"3265",NA,0,NA,NA
"3266",NA,NA,NA,0
"3267",NA,0,NA,NA
"3268",0,NA,NA,NA
"3269",NA,0,NA,NA
"3270",0,NA,NA,NA
"3271",NA,0,NA,NA
"3272",NA,NA,NA,0
"3273",NA,NA,0,NA
"3274",0,NA,NA,NA
"3275",NA,0,NA,NA
"3276",NA,1,NA,NA
"3277",NA,NA,NA,0
"3278",NA,NA,NA,0
"3279",NA,NA,1,NA
"3280",NA,0,NA,NA
"3281",1,NA,NA,NA
"3282",0,NA,NA,NA
"3283",0,NA,NA,NA
"3284",NA,NA,NA,0
"3285",NA,NA,0,NA
"3286",NA,NA,0,NA
"3287",NA,NA,0,NA
"3288",NA,0,NA,NA
"3289",NA,NA,NA,0
"3290",NA,0,NA,NA
"3291",NA,NA,0,NA
"3292",NA,NA,0,NA
"3293",NA,NA,0,NA
"3294",NA,NA,0,NA
"3295",0,NA,NA,NA
"3296",0,NA,NA,NA
"3297",NA,NA,1,NA
"3298",NA,NA,0,NA
"3299",1,NA,NA,NA
"3300",0,NA,NA,NA
"3301",0,NA,NA,NA
"3302",NA,0,NA,NA
"3303",NA,0,NA,NA
"3304",0,NA,NA,NA
"3305",NA,0,NA,NA
"3306",NA,NA,NA,0
"3307",0,NA,NA,NA
"3308",NA,NA,1,NA
"3309",NA,NA,NA,1
"3310",0,NA,NA,NA
"3311",NA,NA,0,NA
"3312",NA,NA,0,NA
"3313",NA,0,NA,NA
"3314",NA,0,NA,NA
"3315",0,NA,NA,NA
"3316",1,NA,NA,NA
"3317",NA,NA,NA,0
"3318",NA,NA,NA,0
"3319",NA,0,NA,NA
"3320",NA,NA,NA,1
"3321",NA,NA,NA,1
"3322",NA,NA,0,NA
"3323",NA,NA,0,NA
"3324",NA,0,NA,NA
"3325",NA,NA,NA,0
"3326",NA,NA,0,NA
"3327",NA,NA,NA,0
"3328",NA,NA,NA,0
"3329",0,NA,NA,NA
"3330",NA,NA,0,NA
"3331",0,NA,NA,NA
"3332",NA,NA,NA,1
"3333",NA,NA,1,NA
"3334",NA,NA,NA,0
"3335",NA,0,NA,NA
"3336",NA,0,NA,NA
"3337",NA,0,NA,NA
"3338",NA,NA,NA,0
"3339",NA,0,NA,NA
"3340",0,NA,NA,NA
"3341",NA,0,NA,NA
"3342",NA,0,NA,NA
"3343",NA,NA,1,NA
"3344",NA,NA,NA,0
"3345",0,NA,NA,NA
"3346",NA,NA,1,NA
"3347",NA,0,NA,NA
"3348",NA,NA,0,NA
"3349",1,NA,NA,NA
"3350",NA,0,NA,NA
"3351",NA,0,NA,NA
"3352",NA,NA,0,NA
"3353",NA,NA,0,NA
"3354",NA,NA,NA,0
"3355",NA,NA,NA,1
"3356",NA,1,NA,NA
"3357",0,NA,NA,NA
"3358",NA,NA,0,NA
"3359",NA,0,NA,NA
"3360",NA,NA,NA,0
"3361",NA,NA,NA,1
"3362",0,NA,NA,NA
"3363",0,NA,NA,NA
"3364",NA,0,NA,NA
"3365",NA,NA,NA,0
"3366",NA,NA,NA,0
"3367",0,NA,NA,NA
"3368",NA,NA,NA,0
"3369",0,NA,NA,NA
"3370",NA,NA,0,NA
"3371",0,NA,NA,NA
"3372",NA,NA,0,NA
"3373",NA,NA,1,NA
"3374",0,NA,NA,NA
"3375",NA,NA,NA,0
"3376",0,NA,NA,NA
"3377",NA,NA,0,NA
"3378",NA,NA,NA,0
"3379",NA,NA,0,NA
"3380",0,NA,NA,NA
"3381",0,NA,NA,NA
"3382",NA,0,NA,NA
"3383",NA,0,NA,NA
"3384",NA,0,NA,NA
"3385",NA,0,NA,NA
"3386",NA,NA,0,NA
"3387",0,NA,NA,NA
"3388",NA,NA,NA,1
"3389",NA,NA,0,NA
"3390",0,NA,NA,NA
"3391",NA,0,NA,NA
"3392",NA,NA,0,NA
"3393",NA,1,NA,NA
"3394",NA,NA,NA,0
"3395",NA,NA,1,NA
"3396",0,NA,NA,NA
"3397",NA,NA,NA,0
"3398",NA,1,NA,NA
"3399",NA,NA,0,NA
"3400",NA,NA,0,NA
"3401",NA,NA,NA,0
"3402",1,NA,NA,NA
"3403",NA,NA,NA,0
"3404",NA,NA,1,NA
"3405",NA,NA,0,NA
"3406",NA,NA,NA,0
"3407",1,NA,NA,NA
"3408",0,NA,NA,NA
"3409",NA,0,NA,NA
"3410",0,NA,NA,NA
"3411",NA,NA,NA,0
"3412",NA,0,NA,NA
"3413",1,NA,NA,NA
"3414",NA,NA,1,NA
"3415",NA,NA,0,NA
"3416",NA,NA,NA,0
"3417",0,NA,NA,NA
"3418",NA,NA,NA,0
"3419",NA,NA,NA,1
"3420",NA,0,NA,NA
"3421",NA,NA,NA,0
"3422",NA,0,NA,NA
"3423",NA,NA,1,NA
"3424",NA,NA,0,NA
"3425",NA,NA,NA,0
"3426",0,NA,NA,NA
"3427",NA,0,NA,NA
"3428",NA,1,NA,NA
"3429",NA,0,NA,NA
"3430",NA,NA,0,NA
"3431",NA,0,NA,NA
"3432",NA,NA,0,NA
"3433",NA,0,NA,NA
"3434",NA,NA,NA,1
"3435",NA,NA,NA,1
"3436",NA,NA,0,NA
"3437",0,NA,NA,NA
"3438",NA,0,NA,NA
"3439",NA,NA,0,NA
"3440",NA,0,NA,NA
"3441",NA,0,NA,NA
"3442",NA,NA,NA,1
"3443",NA,1,NA,NA
"3444",NA,0,NA,NA
"3445",NA,NA,0,NA
"3446",0,NA,NA,NA
"3447",0,NA,NA,NA
"3448",NA,NA,0,NA
"3449",NA,NA,0,NA
"3450",0,NA,NA,NA
"3451",NA,0,NA,NA
"3452",NA,NA,NA,1
"3453",NA,NA,0,NA
"3454",NA,NA,NA,1
"3455",0,NA,NA,NA
"3456",NA,0,NA,NA
"3457",NA,NA,0,NA
"3458",NA,NA,1,NA
"3459",NA,1,NA,NA
"3460",NA,NA,0,NA
"3461",NA,NA,0,NA
"3462",NA,NA,0,NA
"3463",NA,NA,1,NA
"3464",NA,NA,NA,0
"3465",NA,NA,NA,0
"3466",0,NA,NA,NA
"3467",NA,1,NA,NA
"3468",NA,0,NA,NA
"3469",NA,NA,0,NA
"3470",NA,0,NA,NA
"3471",NA,NA,NA,1
"3472",NA,NA,NA,0
"3473",NA,NA,NA,0
"3474",NA,NA,NA,0
"3475",NA,NA,NA,0
"3476",NA,0,NA,NA
"3477",0,NA,NA,NA
"3478",NA,0,NA,NA
"3479",NA,NA,NA,0
"3480",NA,0,NA,NA
"3481",NA,0,NA,NA
"3482",NA,NA,1,NA
"3483",NA,NA,NA,1
"3484",NA,NA,0,NA
"3485",0,NA,NA,NA
"3486",NA,0,NA,NA
"3487",NA,1,NA,NA
"3488",0,NA,NA,NA
"3489",NA,NA,0,NA
"3490",NA,0,NA,NA
"3491",NA,0,NA,NA
"3492",NA,0,NA,NA
"3493",NA,NA,NA,0
"3494",0,NA,NA,NA
"3495",0,NA,NA,NA
"3496",0,NA,NA,NA
"3497",NA,NA,NA,0
"3498",NA,0,NA,NA
"3499",NA,NA,1,NA
"3500",0,NA,NA,NA
"3501",NA,NA,0,NA
"3502",NA,NA,NA,0
"3503",NA,NA,0,NA
"3504",NA,0,NA,NA
"3505",NA,NA,1,NA
"3506",0,NA,NA,NA
"3507",NA,0,NA,NA
"3508",NA,NA,NA,0
"3509",NA,NA,NA,0
"3510",NA,0,NA,NA
"3511",0,NA,NA,NA
"3512",NA,NA,0,NA
"3513",NA,0,NA,NA
"3514",NA,0,NA,NA
"3515",0,NA,NA,NA
"3516",NA,NA,NA,0
"3517",NA,NA,NA,0
"3518",NA,NA,0,NA
"3519",0,NA,NA,NA
"3520",NA,NA,0,NA
"3521",NA,NA,1,NA
"3522",0,NA,NA,NA
"3523",NA,NA,NA,0
"3524",NA,NA,NA,0
"3525",0,NA,NA,NA
"3526",1,NA,NA,NA
"3527",NA,NA,NA,0
"3528",NA,NA,NA,0
"3529",NA,NA,0,NA
"3530",NA,NA,0,NA
"3531",0,NA,NA,NA
"3532",NA,0,NA,NA
"3533",NA,0,NA,NA
"3534",NA,NA,NA,1
"3535",NA,NA,NA,0
"3536",1,NA,NA,NA
"3537",NA,NA,0,NA
"3538",NA,0,NA,NA
"3539",NA,NA,1,NA
"3540",NA,NA,1,NA
"3541",NA,NA,0,NA
"3542",NA,NA,0,NA
"3543",0,NA,NA,NA
"3544",NA,NA,NA,1
"3545",0,NA,NA,NA
"3546",NA,NA,NA,0
"3547",NA,NA,0,NA
"3548",NA,NA,0,NA
"3549",1,NA,NA,NA
"3550",NA,NA,0,NA
"3551",0,NA,NA,NA
"3552",NA,NA,0,NA
"3553",NA,0,NA,NA
"3554",NA,0,NA,NA
"3555",NA,NA,0,NA
"3556",NA,NA,0,NA
"3557",NA,NA,1,NA
"3558",NA,NA,NA,0
"3559",NA,NA,NA,0
"3560",NA,NA,0,NA
"3561",NA,NA,NA,0
"3562",1,NA,NA,NA
"3563",NA,NA,NA,0
"3564",NA,NA,NA,0
"3565",NA,0,NA,NA
"3566",NA,0,NA,NA
"3567",NA,NA,0,NA
"3568",NA,NA,1,NA
"3569",NA,NA,0,NA
"3570",NA,1,NA,NA
"3571",NA,NA,1,NA
"3572",NA,NA,NA,1
"3573",NA,0,NA,NA
"3574",0,NA,NA,NA
"3575",NA,0,NA,NA
"3576",0,NA,NA,NA
"3577",NA,NA,0,NA
"3578",NA,0,NA,NA
"3579",NA,NA,NA,0
"3580",NA,NA,NA,1
"3581",1,NA,NA,NA
"3582",NA,NA,NA,0
"3583",NA,NA,0,NA
"3584",NA,0,NA,NA
"3585",NA,NA,1,NA
"3586",NA,NA,1,NA
"3587",0,NA,NA,NA
"3588",NA,NA,NA,0
"3589",NA,NA,0,NA
"3590",NA,NA,0,NA
"3591",NA,0,NA,NA
"3592",NA,NA,NA,0
"3593",NA,NA,0,NA
"3594",NA,1,NA,NA
"3595",NA,NA,0,NA
"3596",NA,NA,NA,0
"3597",NA,1,NA,NA
"3598",NA,NA,0,NA
"3599",0,NA,NA,NA
"3600",NA,NA,1,NA
"3601",NA,NA,0,NA
"3602",NA,NA,NA,0
"3603",0,NA,NA,NA
"3604",NA,NA,0,NA
"3605",NA,NA,NA,0
"3606",0,NA,NA,NA
"3607",0,NA,NA,NA
"3608",NA,NA,0,NA
"3609",NA,1,NA,NA
"3610",NA,NA,NA,0
"3611",NA,NA,1,NA
"3612",NA,NA,1,NA
"3613",NA,NA,0,NA
"3614",NA,NA,1,NA
"3615",NA,NA,0,NA
"3616",1,NA,NA,NA
"3617",0,NA,NA,NA
"3618",NA,NA,NA,0
"3619",0,NA,NA,NA
"3620",0,NA,NA,NA
"3621",NA,NA,1,NA
"3622",NA,0,NA,NA
"3623",NA,NA,1,NA
"3624",0,NA,NA,NA
"3625",NA,NA,NA,1
"3626",NA,0,NA,NA
"3627",NA,NA,NA,0
"3628",0,NA,NA,NA
"3629",NA,NA,NA,1
"3630",NA,0,NA,NA
"3631",NA,NA,NA,0
"3632",NA,NA,0,NA
"3633",NA,0,NA,NA
"3634",NA,NA,NA,1
"3635",NA,NA,NA,1
"3636",NA,NA,0,NA
"3637",NA,NA,NA,0
"3638",NA,0,NA,NA
"3639",NA,NA,NA,0
"3640",NA,0,NA,NA
"3641",0,NA,NA,NA
"3642",NA,NA,NA,1
"3643",NA,NA,1,NA
"3644",0,NA,NA,NA
"3645",NA,0,NA,NA
"3646",0,NA,NA,NA
"3647",NA,NA,NA,1
"3648",1,NA,NA,NA
"3649",1,NA,NA,NA
"3650",NA,NA,NA,0
"3651",0,NA,NA,NA
"3652",NA,NA,0,NA
"3653",0,NA,NA,NA
"3654",0,NA,NA,NA
"3655",NA,NA,0,NA
"3656",NA,0,NA,NA
"3657",NA,NA,0,NA
"3658",NA,0,NA,NA
"3659",NA,0,NA,NA
"3660",0,NA,NA,NA
"3661",NA,0,NA,NA
"3662",NA,NA,NA,0
"3663",NA,NA,1,NA
"3664",NA,NA,0,NA
"3665",0,NA,NA,NA
"3666",NA,0,NA,NA
"3667",NA,NA,0,NA
"3668",NA,0,NA,NA
"3669",0,NA,NA,NA
"3670",NA,NA,0,NA
"3671",NA,NA,NA,0
"3672",NA,0,NA,NA
"3673",NA,1,NA,NA
"3674",NA,1,NA,NA
"3675",NA,NA,NA,0
"3676",NA,0,NA,NA
"3677",1,NA,NA,NA
"3678",NA,NA,0,NA
"3679",NA,NA,NA,1
"3680",0,NA,NA,NA
"3681",0,NA,NA,NA
"3682",NA,0,NA,NA
"3683",0,NA,NA,NA
"3684",0,NA,NA,NA
"3685",NA,NA,NA,0
"3686",0,NA,NA,NA
"3687",NA,0,NA,NA
"3688",0,NA,NA,NA
"3689",NA,NA,NA,0
"3690",1,NA,NA,NA
"3691",NA,NA,NA,0
"3692",NA,NA,NA,0
"3693",NA,NA,0,NA
"3694",NA,NA,1,NA
"3695",NA,NA,0,NA
"3696",1,NA,NA,NA
"3697",0,NA,NA,NA
"3698",NA,NA,0,NA
"3699",NA,NA,NA,0
"3700",NA,NA,NA,0
"3701",NA,NA,NA,0
"3702",NA,1,NA,NA
"3703",0,NA,NA,NA
"3704",0,NA,NA,NA
"3705",NA,0,NA,NA
"3706",NA,NA,1,NA
"3707",NA,0,NA,NA
"3708",NA,0,NA,NA
"3709",NA,NA,0,NA
"3710",NA,NA,0,NA
"3711",0,NA,NA,NA
"3712",NA,0,NA,NA
"3713",NA,NA,0,NA
"3714",NA,NA,NA,0
"3715",NA,NA,NA,0
"3716",NA,1,NA,NA
"3717",NA,NA,NA,0
"3718",NA,1,NA,NA
"3719",1,NA,NA,NA
"3720",NA,0,NA,NA
"3721",NA,NA,NA,1
"3722",NA,NA,0,NA
"3723",0,NA,NA,NA
"3724",NA,NA,NA,0
"3725",NA,NA,NA,1
"3726",1,NA,NA,NA
"3727",0,NA,NA,NA
"3728",NA,NA,NA,1
"3729",NA,1,NA,NA
"3730",NA,0,NA,NA
"3731",NA,0,NA,NA
"3732",NA,NA,1,NA
"3733",NA,NA,NA,1
"3734",NA,0,NA,NA
"3735",0,NA,NA,NA
"3736",NA,0,NA,NA
"3737",NA,0,NA,NA
"3738",NA,NA,NA,0
"3739",1,NA,NA,NA
"3740",1,NA,NA,NA
"3741",NA,1,NA,NA
"3742",0,NA,NA,NA
"3743",NA,NA,NA,0
"3744",NA,0,NA,NA
"3745",0,NA,NA,NA
"3746",NA,NA,NA,1
"3747",NA,NA,0,NA
"3748",NA,NA,0,NA
"3749",NA,NA,0,NA
"3750",NA,NA,0,NA
"3751",NA,0,NA,NA
"3752",0,NA,NA,NA
"3753",0,NA,NA,NA
"3754",NA,0,NA,NA
"3755",0,NA,NA,NA
"3756",0,NA,NA,NA
"3757",NA,NA,0,NA
"3758",NA,NA,0,NA
"3759",0,NA,NA,NA
"3760",NA,0,NA,NA
"3761",0,NA,NA,NA
"3762",0,NA,NA,NA
"3763",NA,0,NA,NA
"3764",NA,0,NA,NA
"3765",NA,NA,NA,0
"3766",NA,NA,0,NA
"3767",NA,0,NA,NA
"3768",NA,0,NA,NA
"3769",NA,NA,1,NA
"3770",0,NA,NA,NA
"3771",NA,0,NA,NA
"3772",NA,1,NA,NA
"3773",NA,NA,NA,0
"3774",0,NA,NA,NA
"3775",NA,0,NA,NA
"3776",NA,NA,1,NA
"3777",0,NA,NA,NA
"3778",NA,NA,NA,0
"3779",NA,NA,0,NA
"3780",NA,0,NA,NA
"3781",0,NA,NA,NA
"3782",NA,NA,0,NA
"3783",NA,NA,1,NA
"3784",NA,NA,0,NA
"3785",NA,0,NA,NA
"3786",0,NA,NA,NA
"3787",0,NA,NA,NA
"3788",0,NA,NA,NA
"3789",NA,0,NA,NA
"3790",0,NA,NA,NA
"3791",NA,NA,0,NA
"3792",NA,NA,1,NA
"3793",NA,NA,NA,0
